nome,tipologia,tel,email,web,link1,link2,tipoticket,datamodifica,abstract,descrizione,comune,codice_istat,provincia,datainizio,datafine,foto_con_autore
LA MUSICA PROVATA,semplice,080-3484453 / 080-3494270,,http://www.teatrorossinigioia.it ,http://www.teatropubblicopugliese.it,http://www.teatropubblicopugliese.it/teatro/teatro-rossini_27.html,pagamento,28-OTT-15,Bob Rambert / Skyline Productions&#13 &#10 Erri De Luca  Nicky Nicolai  Stefano Di Battista&#13 &#10 Oggetti di scena di Paolo Morelli&#13 &#10 con Nicky Nicolai &#8211  voce  ,Bob Rambert / Skyline Productions&#13 &#10 Erri De Luca  Nicky Nicolai  Stefano Di Battista&#13 &#10 Oggetti di scena di Paolo Morelli&#13 &#10 con Nicky Nicolai &#8211  voce  Stefano Di Battista - sax contralto e soprano  Roberto Pistolesi &#8211  batteria  Andrea Rea &#8211  pianoforte  Daniele Sorrentino &#8211  basso&#13 &#10 di ERRI DE LUCA&#13 &#10 &#13 &#10 La musica provata prende corpo proprio dal racconto di un azzardo messo in moto dalla madre dello scrittore per superare un &#34 guasto&#34  per lei inaccettabile cio&#232  che il figlio  un napoletano  potesse essere stonato. &#8220 Un oltraggio e un vilipendio da parte di mia madre - scrive De Luca - che mi costrinse a cantare fino all'eliminazione del guasto. Oggi sono intonato  anche se un orecchio esercitato pu&#242  accorgersi che qualche volta inciampo in una insufficienza  detta in gergo 'calante'&#34 . Una chiacchierata musicale in cui De Luca non suona strumenti  eppure &#232  la star che riporta dal vivo tutte le sue passioni musicali descritte nel libro  splendido collage di ricordi e testimonianze sonore ma anche imprevedibile saggio di storia canora nel quale c'&#232  posto per la curiosa nascita sul Mar Nero di &#34  'O sole mio&#34   per il ricordo del Sergio Endrigo di &#34 Aria di neve&#34   primo brano cantato da De Luca negli anni '60  e per l'omaggio dovuto all'esecuzione di &#34 Luna rossa&#34  da parte di Caetano Veloso  il pi&#249  napoletano dei musicisti brasiliani.,Gioia del Colle,072021,BA,26-NOV-15,26-NOV-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9821
MUSICA PER CIARLATANI  BALLERINE &#38  TABARIN - Camillocromo  Circus Swing Orchestra ,semplice,0832 242000,info@teatrokoreja.it,http://www.teatrokoreja.it/koreja/home.php,https://www.facebook.com/cantieriteatralikoreja?fref=ts,,pagamento,26-OTT-15,Schegge impazzite o folli geniali? Musicisti o ciarlatani? Questi sono i dilemmi che continuano a dividere i critici del globo. Il fenomeno ,Schegge impazzite o folli geniali? Musicisti o ciarlatani? Questi sono i dilemmi che continuano a dividere i critici del globo. Il fenomeno Camillocromo &#232  ormai dilagante  coinvolgente e contagioso   pur restando ancora celato e ben custodito il segreto della sua riuscita. Un&#8217 orchestra di sei musicisti in smoking vi trasciner&#224  in atmosfere musicali retr&#242  con suggestioni circensi e colori felliniani  presentando un concerto-spettacolo pieno di sorprese e colpi di scena.&#13 &#10  &#13 &#10  Swing  tango  valzer e sonorit&#224  balcaniche si incontrano all&#8217 interno delle composizioni originali  create dalle menti eccentriche dei Camillocromo. Il piede batte in maniera inquieta e verrebbe voglia di ballare ma i sei personaggi rapiscono il pubblico  trasportandolo all&#8217 interno di un immaginario Tabarin  con rocambolesche attrazioni  come in un variet&#224  d&#8217 altri tempi. Sorge dunque un altro dilemma: Musica o Teatro? A voi il piacere di scoprire la risposta!                ,Lecce,075035,LE,27-NOV-15,27-NOV-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9755
QUALCUNO VOL&#210  SUL NIDO DEL CUCULO,semplice,0883-332456 / 0883-332522 ,,http://www.teatrocurci.it,http://www.teatropubblicopugliese.it/teatro/teatro-curci_50.html,http://www.teatropubblicopugliese.it,pagamento,29-OTT-15,Fondazione Teatro di Napoli&#13 &#10 di Dale Wasserman  dall'omonimo romanzo di Ken Kesey  adattamento Maurizio de Giovanni&#13 &#10 con Daniele Russo  Elisabetta ,Fondazione Teatro di Napoli&#13 &#10 di Dale Wasserman  dall'omonimo romanzo di Ken Kesey  adattamento Maurizio de Giovanni&#13 &#10 con Daniele Russo  Elisabetta Valgoi  e con Mauro Marino  Marco Cavicchioli  Giacomo Rosselli  Alfredo Angelici  Giulio Federico Janni  Daniele Marino  Antimo Casertano  Gilberto Gliozzi  Gabriele Granito  Giulia Merelli&#13 &#10 uno spettacolo di ALESSANDRO GASSMANN&#13 &#10 &#13 &#10 Qualcuno vol&#242  sul nido del cuculo &#232  il romanzo che Ken Kesey pubblic&#242  nel 1962 dopo aver lavorato come volontario in un ospedale psichiatrico californiano. Racconta attraverso lo sguardo di Randle McMurphy  uno sfacciato delinquente che si finge matto per sfuggire alla galera  la vita dei pazienti di manicomio statunitense e il trattamento coercitivo che viene loro riservato. Nel 1971 Dale Wasserman ne realizz&#242   per Broadway  un adattamento scenico  che costitu&#236  la base della sceneggiatura dell'omonimo film di Milo&#353  Forman  interpretato da Jack Nicholson e entrato di diritto nella storia del cinema. Nello spettacolo di Gassmann  lo scrittore Maurizio de Giovanni ha curato l&#8217 adattamento del testo  e la vicenda &#232  ambientata in una clinica psichiatrica italiana nel 1982. Tutto ha inizio con l'arrivo di un nuovo paziente che deve essere &#34 studiato&#34  per determinare se la sua malattia mentale sia reale o simulata. La sua spavalderia  la sua irriverenza e il suo spirito di ribellione verso le regole che disciplinano rigidamente la vita dei degenti  porter&#224  scompiglio e disordine ma allo stesso tempo la sua travolgente carica di umanit&#224  contager&#224  gli altri pazienti e cercher&#224  di risvegliare in loro il diritto di esprimere liberamente le loro emozioni e i loro desideri. La malattia  la diversit&#224   la coercizione  la privazione della libert&#224  sono temi centrali della messa in scena.&#13 &#10 &#13 &#10 Nota bene: Gassmann ne fa una messinscena personalissima ma  al tempo stesso  fedele alle intenzioni dell'originale. Ne fa del testo una lezione d&#8217 impegno civile  uno spietato atto di accusa contro i metodi di costrizione e imposizione adottati all&#8217 interno dei manicomi ma anche  e soprattutto  una straordinaria metafora sul rapporto tra individuo e Potere costituito  sui meccanismi repressivi della societ&#224   sul condizionamento dell'uomo da parte di altri uomini.,Barletta,110002,BT,27-NOV-15,29-NOV-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9466
DIARIO DI PROVINCIA - FUOCO D&#8217 INVERNO,semplice,0831 330353 - 335 8037241,teatrolalunanelpozzo@gmail.com,http://www.la-luna-nel-pozzo.com/event/diario-di-provincia-fuoco-dinverno/?instance_id=312,,,pagamento,16-NOV-15,Niente  non succede niente  solo la depressione da calura estiva. La noia &#232  la sovrana di un regno bruciato in cui uomini e donne indugiano senza ,Niente  non succede niente  solo la depressione da calura estiva. La noia &#232  la sovrana di un regno bruciato in cui uomini e donne indugiano senza concludere nulla  rassegnati . Stare nella piazza deserta a guardare le cosce delle donne  bere e rubare alla luce del sole: questo &#232  il sud raccontato da Oscar De Summa  questa &#232  la Puglia amata e odiata e Oscar &#232  anche il protagonista di Diario di Provincia  il ragazzo che dice no all&#8217 asfissia dei giorni eternamente uguali  e lo fa ribellandosi ingenuamente: cambiando lavoro prima  e abbigliamento dopo  inseguendo le mode del nord ma trovandosi piantato sempre nella stessa palude. &#13 &#10 &#13 &#10 Un affresco divertente dietro cui si nasconde una tragedia   un risvolto drammatico che forse rappresenta l&#8217 unica rottura a una routine che annienta ogni speranza  ogni gesto eroico. Il pubblico ride delle superstizioni  dei vecchi e degli uomini e delle donne frastornate dal caldo  e ridendo non si accorge di essere condotto sul ciglio dell&#8217 inevitabile precipizio  al di l&#224  del quale non esiste nessuna cura  nessun sollievo.,Ostuni,074012,BR,27-NOV-15,27-NOV-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9923
UNA SERA CON GUSTAV MALHER,semplice,3356808770,info@associazionemusicalepiantoni.it,http://www.associazionemusicalepiantoni.it,,,gratis,04-NOV-15,Conferenza della Prof.ssa Adele Boghetic e Concerto del Soprano Amelia Felle,L'Associazione Culturale Musicale &#34 Giuseppe Piantoni&#34  con il patrocinio dell'Amministrazione Comunale di Conversano e la collaborazione dell'Associazione Pro-Loco presenta la Conferenza: &#34 Il Canto della Terra all'ombra degli abeti&#34  e &#34 I Lieder&#34  di Gustav Malher.,Conversano,072019,BA,28-NOV-15,28-NOV-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9951#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9952#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9953
Mercatino di Natale ,rassegna,320 0353627 ,,,,,gratis,04-NOV-15,Anche quest&#8217 anno ritorna il Mercatino di Natale nell' incantevole clima natalizio con vendita presepi e articoli natalizi. Organizzazione a cura di Nunzio Leone e Pasquale Patruno.&#13 &#10 ,Anche quest'anno ritorna nell'inizio dell'Avvento in Zona Canosa Alta il Mercatino di Natale  che si terr&#224  in Piazza Antonio M. Losito &#8211  Canosa Alta  nell' incantevole clima natalizio con vendita presepi e articoli natalizi.&#13 &#10 ,Canosa di Puglia,110004,BT,28-NOV-15,29-NOV-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9965#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9964
SWEET FANTASY in VETRINA 2015,semplice,3208084683,press@pwad.it,http://365giorninelsalento.it/it/w/eve/4439/sweet_fantasy_in_vetrina__iii_edizione,https://www.facebook.com/Sweetfantasyinvetrina/,,gratis,04-NOV-15,Ideato e diretto da Viviana Carrone  quest'anno l'evento entra a far parte del progetto 365 GIORNI NEL SALENTO dell'agenzia di comunicazione PASSWORD ,Ideato e diretto da Viviana Carrone  quest'anno l'evento entra a far parte del progetto 365 GIORNI NEL SALENTO dell'agenzia di comunicazione PASSWORD AD di Lecce. Patrocinato dal Comune di Lecce  Provincia di Lecce e Camera di Commercio  lo &#8220 SWEET FANTASY in VETRINA&#8221  rappresenta una valida occasione di promozione turistica del Salento. Nasce dall&#8217 idea di portare un contributo efficace che dia visibilit&#224  non solo alla citt&#224   richiamando professionisti del settore  turisti e passanti curiosi  ma anche dalla volont&#224  di valorizzare una delle figure professionali pi&#249  creative e stravaganti del panorama lavorativo italiano: il CAKE DESIGNER. &#13 &#10 Originale nella sua struttura  quest'anno alla sua terza edizione  lo SWEET FANTASY in VETRINA si svolger&#224  nell&#8217 arco di un solo pomeriggio  sabato 28 Novembre 2015  dalle 16 alle 21 orario di maggiore affluenza cittadina nel cuore di Lecce  ed interesser&#224  via Vittorio Emanuele II  una delle vie pi&#249  importanti del centro storico  ricche di negozi e culturalmente molto suggestive nei pressi di Piazza Sant&#8217 Oronzo. I negozi che aderiranno all&#8217 iniziativa  ospiteranno ognuno un Cake Designer professionista che dal vivo ed in &#8220 vetrina&#8221   esibir&#224  la propria competenza nel creare e decorare dolci come delle vere e proprie sculture  su richiesta a tema dello store di riferimento.&#13 &#10 Le vetrine saranno allestite per l&#8217 occasione dallo staff dei cake designers  una vera e propria esaltazione del bello e della fantasia che non mancher&#224  in questo favoloso evento.,Lecce,075035,LE,28-NOV-15,28-NOV-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9935#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9936
PERSONAL MIRRORS in concerto,semplice,0883-550932,,,https://www.facebook.com/libreria.diderot/,https://www.facebook.com/events/528929443923073/,pagamento,04-NOV-15,I PERSONAL MIRRORS  nascono dall'incontro di Daniele Lotito (piano  synths) con Marcello Spallucci (batteria  percussioni  multipad). La formazione in,I PERSONAL MIRRORS  nascono dall'incontro di Daniele Lotito (piano  synths) con Marcello Spallucci (batteria  percussioni  multipad). La formazione in duo consente loro di esplorare sonorit&#224  che spaziano tra il jazz moderno  il post-rock e l'elettronica  e di interpretare in modo originale brani del panorama musicale internazionale. In parallelo  il duo presenta brani inediti  che confermano la sua peculiare identit&#224  stilistica.&#13 &#10 ,Andria,110001,BT,28-NOV-15,28-NOV-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9957
Sagra del Fungo Cardoncello - Cassano delle Murge,semplice,,info@sagradelcardoncello.com,http://www.sagradelcardoncello.com/,,,,15-OTT-15,Torna a Cassano delle Murge l'appuntamento con la tradizionale sagra dedicata al fungo cardoncello. La manifestazione prevede  oltre a specialit&#224  a ,Torna a Cassano delle Murge l'appuntamento con la tradizionale sagra dedicata al fungo cardoncello. La manifestazione prevede  oltre a specialit&#224  a base di fungo cardoncello  la degustazioni di prodotti tipici e la scoperta delle tradizioni locali.&#13 &#10 &#13 &#10 ,Cassano delle Murge,072016,BA,28-NOV-15,29-NOV-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9618
PREMIO REGIONALE &#34 ORPHEO&#34 ,semplice,3297899159,orpheo.turi@live.it,,https://www.facebook.com/Associazione-Culturale-Musicale-Orpheo-586247144819013/,,gratis,16-NOV-15,&#8220 PREMIO ORPHEO&#8221     manifestazione unica sul territorio pugliese e che premia uno tra migliori solisti e strumentisti del mondo delle bande da giro pugliesi  e che nell&#8217 anno solare in   corso si &#232  pi&#249  distinto. Solista premiato tramite una giuria tecnica composta da tecnici e simpatizzanti del mondo bandistico pugliese i quali  elencando una serie di strumentisti delle varie orchestre di fiati  eleggono il solista che rappresenta e pi&#249  rispecchia le caratteristiche descritte nel regolamento. La consegna del Premio avviene nella serata di premiazione  durante il concerto della banda musicale della citt&#224  che ospita la manifestazione. Negli ultimi anni la manifestazione di premiazione &#8220 viaggia&#8221  nelle citt&#224  che storicamente hanno valorizzato la  tradizione bandistica pugliese creando una percorso musicale che ci aiuta a mettere in risalto questa nostra tradizione ,Il premio &#34 Orpheo&#34   manifestazione culturale e musicale istituita dall'omonima associazione &#34 Orpheo&#34  e che dal 2008  premia il solista e musicista pi&#249  disintosi delle bande da giro  al fine di valorizzare la cultura bandistica pugliese e nello specifico gli strumentisti che recitano e interpretano le voci liriche pi&#249  famose del repertorio operistico e che da anni porta  il Premio in giro per la Puglia attraversando le principali cittadine che hanno una lunga storia e tradizione bandistica.&#13 &#10 Per la nona edizione  con il patrocinio della Regione Puglia Assessorato alla Cultura e Spettacolo   dell&#8217 amministrazione comunale di Turi (Ba)  del comune di Rutigliano (Ba) e la collaborazione dell&#8217 Associazione Culturale Musicale &#8220 Amici della Musica&#8221  di Triggiano (Ba)  dell&#8217 Associazione &#8220 FESTA&#8221  di Conversano(Ba)  dell&#8217  Associazione Musicale A.M.B.I.M.A. di Rutigliano(Ba) che vanta una tradizione bandistica dal 1880  e con la main sponsor della ditta Palladium Musica di Turi(Ba)  il premio &#8220 Orpheo&#8221  verr&#224  assegnato al miglior  OBOE delle Bande da Giro Pugliesi  durante il concerto di premiazione che  si terr&#224  nel comune di Rutigliano (Ba)  la sera del 29 Novembre 2015 presso la Chiesa Madre di Rutigliano (Ba).&#13 &#10 ,Rutigliano,072037,BA,29-NOV-15,29-NOV-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10055
Ghironda Winter Festival - Ludovico Einaudi - Elements tour,semplice, 080.430.11.50,,http://www.politeamagreco.it/scheda.asp?id=410&n=teatro+politeama+greco+lecce,,,pagamento,13-OTT-15,Il concerto di Ludovico Einaudi sar&#224  la grande sorpresa che caratterizzer&#224  la nuova edizione del Ghironda Winter Festival. Con l'esclusivo concerto ,Il concerto di Ludovico Einaudi sar&#224  la grande sorpresa che caratterizzer&#224  la nuova edizione del Ghironda Winter Festival. Con l'esclusivo concerto  Ludovico Einaudi  il pianista italiano che ha inserito nel tour internazionale come uniche tappa nel sud italia Lecce e Napoli  presenter&#224  il nuovo album Elements. Il disco in uscita il 16 ottobre su etichetta Decca Records e per Universal Music Group in Italia  nasce dal desiderio del pianista e compositore di indagare nuove frontiere  &#34 i miti della creazione  la tavola periodica degli elementi  le figure geometriche di Euclide  gli scritti di Kandinsky  la materia sonora  ma anche i colori  i fili d&#8217 erba di un prato selvaggio e la forme del paesaggio&#34 .&#13 &#10 &#13 &#10 Composto da 12 brani  l'album - nel quale figurano in veste di ospiti l&#8217 ensemble d&#8217 archi olandese Amsterdam Sinfonietta  il musicista elettronico berlinese Robert Lippok  i percussionisti dell&#8217 Auditorium Parco della Musica di Roma  il percussionista brasiliano Mauro Refosco e il grande violinista sudafricano Daniel Hope - ha una strumentazione comprendente piano  archi  percussioni  chitarra ed elettronica.&#13 &#10 &#13 &#10 Federico Mecozzi (violino)  Mauro Durante (violino e percussioni)  Marco Decimo (violoncello)  Redi Hasa (violoncello)  Alberto Fabris (live electronics e basso elettrico)  Riccardo Lagan&#224  (percussioni) e Francesco Arcuri (chitarre) affiancheranno Ludovico Einaudi per la tappa del Ghironda Winter Festival e per l&#8217 intero tour  programmato dopo il precedente Time Lapse  con il quale l&#8217 arista ha fatto registrare il tutto esaurito dall&#8217 Olympia di Parigi al Barbican Theatre di Londra  dalla prestigiosa Opera House di Kiev alla Berlin Philarmonie sino agli Arcimboldi di Milano.&#13 &#10 ,Lecce,075035,LE,29-NOV-15,29-NOV-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9547
